Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
PG-18820,36,13,3086.907,4,5,4,454
PG-18895,57,9,1987.164,3,5,3,353
PH-18790,70,1,729.648,3,1,1,311
PJ-18835,39,8,1220.09,4,4,2,442
PJ-19015,134,7,1824.2340000000002,2,4,3,243
PK-18910,483,2,1441.152,1,1,2,112
PK-19075,9,12,8646.934,5,5,5,555
PL-18925,15,5,239.481,5,2,1,521
PM-18940,386,3,1405.402,1,1,2,112
PM-19135,51,4,4115.662,4,2,4,424
PN-18775,30,8,1467.152,4,4,2,442
PO-18850,4,11,7473.8282,5,5,5,555
PO-18865,0,7,2493.214,5,4,3,543
PO-19180,160,9,4893.043,2,5,5,255
PO-19195,86,5,1056.858,3,2,2,322
PP-18955,97,10,7252.608,3,5,5,355
PR-18880,36,5,1840.178,4,2,3,423
PS-18760,107,6,2181.479,2,3,3,233
PS-18970,69,8,1278.639,3,4,2,342
PS-19045,236,7,6843.634,1,4,5,145
PT-19090,71,4,160.572,3,2,1,321
PV-18985,89,5,2876.046,3,2,4,324
PW-19030,46,10,3454.916,4,5,4,454
PW-19240,464,7,3922.4150000000004,1,4,4,144
QJ-19255,25,9,6108.338,5,5,5,555
RA-19285,5,9,2617.906,5,5,3,553
RA-19885,43,7,3832.314,4,4,4,444
RA-19915,12,9,4793.543,5,5,5,555
RA-19945,61,5,1686.9225,3,2,2,322
RB-19330,68,2,1008.1959999999999,3,1,2,312
RB-19360,96,6,15117.339,3,3,5,335
RB-19435,19,8,2663.0860000000002,5,4,3,543
RB-19465,9,12,4715.466,5,5,5,555
RB-19570,25,5,528.546,5,2,1,521
RB-19645,648,5,221.084,1,2,1,121
RB-19705,54,4,2067.45,3,2,3,323
RB-19795,32,8,5633.316000000001,4,4,5,445
RC-19825,369,6,966.409,1,3,2,132
RC-19960,110,6,885.752,2,3,1,231
RD-19480,72,8,4272.93,3,4,4,344
RD-19585,180,10,2912.8940000000002,2,5,4,254
RD-19660,114,5,2786.632,2,2,4,224
RD-19720,21,10,1419.737,5,5,2,552
RD-19810,14,8,1137.616,5,4,2,542
RD-19900,114,9,3133.924,2,5,4,254
RD-19930,42,4,970.9420000000001,4,2,2,422
RE-19405,1097,1,48.36,1,1,1,111
RE-19450,302,5,876.696,1,2,1,121
RF-19345,390,8,3309.15,1,4,4,144
RF-19735,89,7,2341.2960000000003,3,4,3,343
RF-19840,6,8,945.222,5,4,1,541
RH-19495,32,5,3621.3759999999997,4,2,4,424
RH-19510,467,6,6979.18,1,3,5,135
RH-19555,519,2,740.382,1,1,1,111
RH-19600,534,3,2085.7400000000002,1,1,3,113
RK-19300,119,3,1460.192,2,1,2,212
RL-19615,121,8,6234.91,2,4,5,245
RM-19375,345,6,1453.474,1,3,2,132
RM-19675,6,5,5979.0960000000005,5,2,5,525
RM-19750,299,1,98.35,1,1,1,111
RO-19780,35,7,3815.478,4,4,4,444
RP-19270,496,4,954.6452,1,2,1,121
RP-19390,33,12,5153.084,4,5,5,455
RP-19855,28,8,2170.716,4,4,3,443
RR-19315,19,2,615.932,5,1,1,511
RR-19525,170,6,3302.2619999999997,2,3,4,234
RS-19420,76,5,3221.29,3,2,4,324
RS-19765,36,8,4159.7699999999995,4,4,4,444
RS-19870,19,2,22.328,5,1,1,511
RW-19540,120,7,7397.401,2,4,5,245
RW-19630,89,9,3279.746,3,5,4,354
RW-19690,79,5,3495.646,3,2,4,324
SA-20830,63,10,4767.3415,3,5,5,355
SB-20170,201,3,1348.02,2,1,2,212
SB-20185,188,6,6410.996,2,3,5,235
SB-20290,47,7,8057.891,4,4,5,445
SC-20020,781,5,3362.9636,1,2,4,124
SC-20050,40,9,4624.572,4,5,5,455
SC-20095,349,9,14142.333999999999,1,5,5,155
SC-20230,149,4,4371.9580000000005,2,2,5,225
SC-20260,187,8,3729.7929999999997,2,4,4,244
SC-20305,29,7,3979.065,4,4,4,444
SC-20380,30,9,5992.536,4,5,5,455
SC-20440,36,7,1874.998,4,4,3,443
SC-20575,92,5,902.7280000000001,3,2,1,321
SC-20680,126,6,1254.64,2,3,2,232
SC-20695,89,10,2576.408,3,5,3,353
SC-20725,187,11,5226.21,2,5,5,255
SC-20770,41,7,4492.657,4,4,5,445
SC-20800,30,4,279.25600000000003,4,2,1,421
SC-20845,131,2,280.632,2,1,1,211
SD-20485,200,9,6121.114,2,5,5,255
SE-20110,9,11,12209.438000000002,5,5,5,555
SF-20065,59,7,763.5459999999999,3,4,1,341
SF-20200,59,9,3422.7859999999996,3,5,4,354
SF-20965,48,9,3336.535,4,5,4,454
SG-20080,8,3,3406.5809999999997,5,1,4,514
SG-20470,183,8,1884.798,2,4,3,243
SG-20605,108,6,3124.832,2,3,4,234
SG-20890,226,3,47.946,1,1,1,111
SH-19975,29,13,3406.8395,4,5,4,454
SH-20395,23,10,2180.718,5,5,3,553
SH-20635,765,2,2096.392,1,1,3,113
SJ-20125,95,12,3949.656,3,5,4,354
SJ-20215,29,6,1341.036,4,3,2,432
SJ-20500,253,5,1318.776,1,2,2,122
SK-19990,8,3,883.409,5,1,1,511
SL-20155,70,7,3053.012,3,4,4,344
SM-20005,421,4,244.49399999999997,1,2,1,121
SM-20320,79,5,25043.05,3,2,5,325
SM-20905,606,1,1043.041,1,1,2,112
SM-20950,25,12,5563.392,5,5,5,555
SN-20560,111,6,1860.418,2,3,3,233
SN-20710,79,7,3127.9592,3,4,4,344
SO-20335,29,6,2602.5755,4,3,3,433
SP-20545,327,6,1306.086,1,3,2,132
SP-20620,47,9,5440.319,4,5,5,455
SP-20650,386,9,1872.4360000000001,1,5,3,153
SP-20860,79,10,4282.94,3,5,5,355
SP-20920,70,6,3990.689,3,3,4,334
SR-20425,8,5,3233.481,5,2,4,524
SR-20740,196,8,4345.8859999999995,2,4,5,245
SS-20140,15,8,1324.028,5,4,2,542
SS-20410,110,6,3056.8070000000002,2,3,4,234
SS-20515,491,3,613.4,1,1,1,111
SS-20590,432,6,418.49,1,3,1,131
SS-20875,120,5,964.636,2,2,2,222
ST-20530,125,7,433.34000000000003,2,4,1,241
SU-20665,20,7,2595.364,5,4,3,543
SV-20365,101,10,11470.949999999999,3,5,5,355
SV-20785,320,9,4105.305,1,5,4,154
SV-20815,76,4,1271.0900000000001,3,2,2,322
SV-20935,2,8,1903.491,5,4,3,543
SW-20245,81,7,1085.078,3,4,2,342
SW-20275,30,6,1966.65,4,3,3,433
SW-20350,162,3,1019.044,2,1,2,212
SW-20455,162,7,2921.544,2,4,4,244
SW-20755,534,2,758.6959999999999,1,1,1,111
SZ-20035,35,11,3625.329,4,5,4,454
TA-21385,69,4,14595.62,3,2,5,325
TB-21055,119,5,1467.881,2,2,2,222
TB-21175,58,4,3589.296,3,2,4,324
TB-21190,49,4,816.1740000000001,4,2,1,421
TB-21250,349,7,1602.376,1,4,2,142
TB-21280,583,6,2198.45,1,3,3,133
TB-21355,146,5,834.328,2,2,1,221
TB-21400,202,7,9133.99,2,4,5,245
TB-21520,107,9,4737.486,2,5,5,255
TB-21595,285,5,1387.559,1,2,2,122
TB-21625,30,9,2797.668,4,5,4,454
TC-20980,399,5,19052.218,1,2,5,125
TC-21145,106,1,1038.26,2,1,2,212
TC-21295,27,8,4266.812,4,4,4,444
TC-21475,153,9,1244.976,2,5,2,252
TC-21535,4,7,742.5580000000001,5,4,1,541
TD-20995,37,9,1434.5480000000002,4,5,2,452
TG-21310,337,5,3058.372,1,3,4,134
TG-21640,114,4,2074.661,2,2,3,223
TH-21100,344,5,2422.824,1,3,3,133
TH-21115,58,4,2942.772,3,2,4,324
TH-21235,117,8,1022.201,2,4,2,242
TH-21550,72,7,4234.0960000000005,3,4,4,344
TM-21010,103,8,2955.2259999999997,3,4,4,344
TM-21490,130,3,1094.6779999999999,2,1,2,212
TN-21040,90,7,3130.221,3,4,4,344
TP-21130,8,9,4454.0560000000005,5,5,5,555
TP-21415,104,5,5329.0048,2,3,5,235
TP-21565,350,4,1936.6399999999999,1,2,3,123
TR-21325,193,5,675.9419999999999,2,3,1,231
TS-21085,357,2,4.833,1,1,1,111
TS-21160,504,6,2163.6240000000003,1,3,3,133
TS-21205,198,7,5371.09,2,4,5,245
TS-21340,226,5,974.7819999999999,1,3,2,132
TS-21370,36,6,11891.751,4,3,5,435
TS-21430,172,5,2054.14,2,3,3,233
TS-21505,11,6,2243.274,5,3,3,533
TS-21610,55,7,2820.424,3,4,4,344
TS-21655,238,5,3368.094,1,3,4,134
TT-21070,31,7,4915.602,4,4,5,445
TT-21220,183,8,1427.0439999999999,2,4,2,242
TT-21265,406,3,439.5,1,1,1,111
TT-21460,12,7,5364.808,5,4,5,545
TW-21025,64,7,5278.826,3,4,5,345
TZ-21580,35,4,1707.286,4,2,2,422
VB-21745,54,6,2005.596,3,3,3,333
VD-21670,581,6,6442.254,1,3,5,135
VF-21715,13,5,847.944,5,3,1,531
VG-21790,154,6,846.01,2,3,1,231
VG-21805,286,5,427.372,1,3,1,131
VM-21685,54,7,2454.866,3,4,3,343
VM-21835,117,5,380.69,2,3,1,231
VP-21730,30,3,993.9019999999999,4,1,2,412
VP-21760,75,7,3360.526,3,4,4,344
VS-21820,221,4,1055.981,2,2,2,222
VT-21700,1000,2,1736.596,1,1,2,112
VW-21775,28,10,6134.0380000000005,4,5,5,455
WB-21850,20,11,6160.102,5,5,5,555
XP-21865,43,11,2374.658,4,5,3,453
YC-21895,4,5,5454.35,5,3,5,535
YS-21880,9,8,6720.4439999999995,5,4,5,545
ZC-21910,54,13,8025.707,3,5,5,355
ZD-21925,202,5,1493.944,2,3,2,232
